name,discriminator,properties,opacity,receivesLight,insubstantial,resource,tileEntity,tileEntityId,treeRelated,vegetation,blockLight,natural,watery,colour
"rainbow:brown_50_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:brown_50_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:brown_50_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:brown_100_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:brown_100_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:brown_100_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:brown_100_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:brown_100_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:brown_200_block",,,15,true,true,false,false,,false,false,0,true,false,fffffbf1
"rainbow:brown_200_plate",,,15,true,true,false,false,,false,false,0,true,false,fffffbf1
"rainbow:brown_200_lit",,,15,true,true,false,false,,false,false,15,true,false,fffffbf1
"rainbow:brown_200_lamp",,,15,true,true,false,false,,false,false,15,true,false,fffffbf1
"rainbow:brown_200_glass",,,5,true,true,false,false,,false,false,0,true,false,fffffbf1
"rainbow:brown_300_block",,,15,true,true,false,false,,false,false,0,true,false,ffc4a498
"rainbow:brown_300_plate",,,15,true,true,false,false,,false,false,0,true,false,ffc4a498
"rainbow:brown_300_lit",,,15,true,true,false,false,,false,false,15,true,false,ffc4a498
"rainbow:brown_300_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffc4a498
"rainbow:brown_300_glass",,,5,true,true,false,false,,false,false,0,true,false,ffc4a498
"rainbow:brown_400_block",,,15,true,true,false,false,,false,false,0,true,false,ff876150
"rainbow:brown_400_plate",,,15,true,true,false,false,,false,false,0,true,false,ff876150
"rainbow:brown_400_lit",,,15,true,true,false,false,,false,false,15,true,false,ff876150
"rainbow:brown_400_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff876150
"rainbow:brown_400_glass",,,5,true,true,false,false,,false,false,0,true,false,ff876150
"rainbow:brown_500_block",,,15,true,true,false,false,,false,false,0,true,false,ff633d32
"rainbow:brown_500_plate",,,15,true,true,false,false,,false,false,0,true,false,ff633d32
"rainbow:brown_500_lit",,,15,true,true,false,false,,false,false,15,true,false,ff633d32
"rainbow:brown_500_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff633d32
"rainbow:brown_500_glass",,,5,true,true,false,false,,false,false,0,true,false,ff633d32
"rainbow:brown_600_block",,,15,true,true,false,false,,false,false,0,true,false,ff452d25
"rainbow:brown_600_plate",,,15,true,true,false,false,,false,false,0,true,false,ff452d25
"rainbow:brown_600_lit",,,15,true,true,false,false,,false,false,15,true,false,ff452d25
"rainbow:brown_600_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff452d25
"rainbow:brown_600_glass",,,5,true,true,false,false,,false,false,0,true,false,ff452d25
"rainbow:brown_700_block",,,15,true,true,false,false,,false,false,0,true,false,ff2f1d1b
"rainbow:brown_700_plate",,,15,true,true,false,false,,false,false,0,true,false,ff2f1d1b
"rainbow:brown_700_lit",,,15,true,true,false,false,,false,false,15,true,false,ff2f1d1b
"rainbow:brown_700_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff2f1d1b
"rainbow:brown_700_glass",,,5,true,true,false,false,,false,false,0,true,false,ff2f1d1b
"rainbow:brown_800_block",,,15,true,true,false,false,,false,false,0,true,false,ff1f1413
"rainbow:brown_800_plate",,,15,true,true,false,false,,false,false,0,true,false,ff1f1413
"rainbow:brown_800_lit",,,15,true,true,false,false,,false,false,15,true,false,ff1f1413
"rainbow:brown_800_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff1f1413
"rainbow:brown_800_glass",,,5,true,true,false,false,,false,false,0,true,false,ff1f1413
"rainbow:brown_900_block",,,15,true,true,false,false,,false,false,0,true,false,ff181010
"rainbow:brown_900_plate",,,15,true,true,false,false,,false,false,0,true,false,ff181010
"rainbow:brown_900_lit",,,15,true,true,false,false,,false,false,15,true,false,ff181010
"rainbow:brown_900_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff181010
"rainbow:brown_900_glass",,,5,true,true,false,false,,false,false,0,true,false,ff181010
"rainbow:cyan_50_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:cyan_50_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:cyan_50_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:cyan_50_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:cyan_50_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:cyan_100_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:cyan_100_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:cyan_100_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:cyan_100_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:cyan_100_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:cyan_200_block",,,15,true,true,false,false,,false,false,0,true,false,ffc9fffe
"rainbow:cyan_200_plate",,,15,true,true,false,false,,false,false,0,true,false,ffc9fffe
"rainbow:cyan_200_lit",,,15,true,true,false,false,,false,false,15,true,false,ffc9fffe
"rainbow:cyan_200_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffc9fffe
"rainbow:cyan_200_glass",,,5,true,true,false,false,,false,false,0,true,false,ffc9fffe
"rainbow:cyan_300_block",,,15,true,true,false,false,,false,false,0,true,false,ff5ccdc5
"rainbow:cyan_300_plate",,,15,true,true,false,false,,false,false,0,true,false,ff5ccdc5
"rainbow:cyan_300_lit",,,15,true,true,false,false,,false,false,15,true,false,ff5ccdc5
"rainbow:cyan_300_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff5ccdc5
"rainbow:cyan_300_glass",,,5,true,true,false,false,,false,false,0,true,false,ff5ccdc5
"rainbow:cyan_400_block",,,15,true,true,false,false,,false,false,0,true,false,ff1aa997
"rainbow:cyan_400_plate",,,15,true,true,false,false,,false,false,0,true,false,ff1aa997
"rainbow:cyan_400_lit",,,15,true,true,false,false,,false,false,15,true,false,ff1aa997
"rainbow:cyan_400_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff1aa997
"rainbow:cyan_400_glass",,,5,true,true,false,false,,false,false,0,true,false,ff1aa997
"rainbow:cyan_500_block",,,15,true,true,false,false,,false,false,0,true,false,ff09856f
"rainbow:cyan_500_plate",,,15,true,true,false,false,,false,false,0,true,false,ff09856f
"rainbow:cyan_500_lit",,,15,true,true,false,false,,false,false,15,true,false,ff09856f
"rainbow:cyan_500_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff09856f
"rainbow:cyan_500_glass",,,5,true,true,false,false,,false,false,0,true,false,ff09856f
"rainbow:cyan_600_block",,,15,true,true,false,false,,false,false,0,true,false,ff0e5246
"rainbow:cyan_600_plate",,,15,true,true,false,false,,false,false,0,true,false,ff0e5246
"rainbow:cyan_600_lit",,,15,true,true,false,false,,false,false,15,true,false,ff0e5246
"rainbow:cyan_600_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff0e5246
"rainbow:cyan_600_glass",,,5,true,true,false,false,,false,false,0,true,false,ff0e5246
"rainbow:cyan_700_block",,,15,true,true,false,false,,false,false,0,true,false,ff0d3b30
"rainbow:cyan_700_plate",,,15,true,true,false,false,,false,false,0,true,false,ff0d3b30
"rainbow:cyan_700_lit",,,15,true,true,false,false,,false,false,15,true,false,ff0d3b30
"rainbow:cyan_700_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff0d3b30
"rainbow:cyan_700_glass",,,5,true,true,false,false,,false,false,0,true,false,ff0d3b30
"rainbow:cyan_800_block",,,15,true,true,false,false,,false,false,0,true,false,ff0c2620
"rainbow:cyan_800_plate",,,15,true,true,false,false,,false,false,0,true,false,ff0c2620
"rainbow:cyan_800_lit",,,15,true,true,false,false,,false,false,15,true,false,ff0c2620
"rainbow:cyan_800_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff0c2620
"rainbow:cyan_800_glass",,,5,true,true,false,false,,false,false,0,true,false,ff0c2620
"rainbow:cyan_900_block",,,15,true,true,false,false,,false,false,0,true,false,ff0c1c16
"rainbow:cyan_900_plate",,,15,true,true,false,false,,false,false,0,true,false,ff0c1c16
"rainbow:cyan_900_lit",,,15,true,true,false,false,,false,false,15,true,false,ff0c1c16
"rainbow:cyan_900_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff0c1c16
"rainbow:cyan_900_glass",,,5,true,true,false,false,,false,false,0,true,false,ff0c1c16
"rainbow:gray_50_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:gray_50_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:gray_50_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:gray_50_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:gray_50_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:gray_100_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:gray_100_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:gray_100_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:gray_100_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:gray_100_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:gray_200_block",,,15,true,true,false,false,,false,false,0,true,false,fff2f9f9
"rainbow:gray_200_plate",,,15,true,true,false,false,,false,false,0,true,false,fff2f9f9
"rainbow:gray_200_lit",,,15,true,true,false,false,,false,false,15,true,false,fff2f9f9
"rainbow:gray_200_lamp",,,15,true,true,false,false,,false,false,15,true,false,fff2f9f9
"rainbow:gray_200_glass",,,5,true,true,false,false,,false,false,0,true,false,fff2f9f9
"rainbow:gray_300_block",,,15,true,true,false,false,,false,false,0,true,false,ff8c8b8e
"rainbow:gray_300_plate",,,15,true,true,false,false,,false,false,0,true,false,ff8c8b8e
"rainbow:gray_300_lit",,,15,true,true,false,false,,false,false,15,true,false,ff8c8b8e
"rainbow:gray_300_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff8c8b8e
"rainbow:gray_300_glass",,,5,true,true,false,false,,false,false,0,true,false,ff8c8b8e
"rainbow:gray_400_block",,,15,true,true,false,false,,false,false,0,true,false,ff4a4748
"rainbow:gray_400_plate",,,15,true,true,false,false,,false,false,0,true,false,ff4a4748
"rainbow:gray_400_lit",,,15,true,true,false,false,,false,false,15,true,false,ff4a4748
"rainbow:gray_400_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff4a4748
"rainbow:gray_400_glass",,,5,true,true,false,false,,false,false,0,true,false,ff4a4748
"rainbow:gray_500_block",,,15,true,true,false,false,,false,false,0,true,false,ff363333
"rainbow:gray_500_plate",,,15,true,true,false,false,,false,false,0,true,false,ff363333
"rainbow:gray_500_lit",,,15,true,true,false,false,,false,false,15,true,false,ff363333
"rainbow:gray_500_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff363333
"rainbow:gray_500_glass",,,5,true,true,false,false,,false,false,0,true,false,ff363333
"rainbow:gray_600_block",,,15,true,true,false,false,,false,false,0,true,false,ff2a2728
"rainbow:gray_600_plate",,,15,true,true,false,false,,false,false,0,true,false,ff2a2728
"rainbow:gray_600_lit",,,15,true,true,false,false,,false,false,15,true,false,ff2a2728
"rainbow:gray_600_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff2a2728
"rainbow:gray_600_glass",,,5,true,true,false,false,,false,false,0,true,false,ff2a2728
"rainbow:gray_700_block",,,15,true,true,false,false,,false,false,0,true,false,ff211e1e
"rainbow:gray_700_plate",,,15,true,true,false,false,,false,false,0,true,false,ff211e1e
"rainbow:gray_700_lit",,,15,true,true,false,false,,false,false,15,true,false,ff211e1e
"rainbow:gray_700_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff211e1e
"rainbow:gray_700_glass",,,5,true,true,false,false,,false,false,0,true,false,ff211e1e
"rainbow:gray_800_block",,,15,true,true,false,false,,false,false,0,true,false,ff191515
"rainbow:gray_800_plate",,,15,true,true,false,false,,false,false,0,true,false,ff191515
"rainbow:gray_800_lit",,,15,true,true,false,false,,false,false,15,true,false,ff191515
"rainbow:gray_800_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff191515
"rainbow:gray_800_glass",,,5,true,true,false,false,,false,false,0,true,false,ff191515
"rainbow:gray_900_block",,,15,true,true,false,false,,false,false,0,true,false,ff151111
"rainbow:gray_900_plate",,,15,true,true,false,false,,false,false,0,true,false,ff151111
"rainbow:gray_900_lit",,,15,true,true,false,false,,false,false,15,true,false,ff151111
"rainbow:gray_900_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff151111
"rainbow:gray_900_glass",,,5,true,true,false,false,,false,false,0,true,false,ff151111
"rainbow:green_50_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:green_50_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:green_50_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:green_50_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:green_50_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:green_100_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:green_100_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:green_100_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:green_100_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:green_100_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:green_200_block",,,15,true,true,false,false,,false,false,0,true,false,fffef9e6
"rainbow:green_200_plate",,,15,true,true,false,false,,false,false,0,true,false,fffef9e6
"rainbow:green_200_lit",,,15,true,true,false,false,,false,false,15,true,false,fffef9e6
"rainbow:green_200_lamp",,,15,true,true,false,false,,false,false,15,true,false,fffef9e6
"rainbow:green_200_glass",,,5,true,true,false,false,,false,false,0,true,false,fffef9e6
"rainbow:green_300_block",,,15,true,true,false,false,,false,false,0,true,false,ff9fa381
"rainbow:green_300_plate",,,15,true,true,false,false,,false,false,0,true,false,ff9fa381
"rainbow:green_300_lit",,,15,true,true,false,false,,false,false,15,true,false,ff9fa381
"rainbow:green_300_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff9fa381
"rainbow:green_300_glass",,,5,true,true,false,false,,false,false,0,true,false,ff9fa381
"rainbow:green_400_block",,,15,true,true,false,false,,false,false,0,true,false,ff5f7138
"rainbow:green_400_plate",,,15,true,true,false,false,,false,false,0,true,false,ff5f7138
"rainbow:green_400_lit",,,15,true,true,false,false,,false,false,15,true,false,ff5f7138
"rainbow:green_400_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff5f7138
"rainbow:green_400_glass",,,5,true,true,false,false,,false,false,0,true,false,ff5f7138
"rainbow:green_500_block",,,15,true,true,false,false,,false,false,0,true,false,ff455124
"rainbow:green_500_plate",,,15,true,true,false,false,,false,false,0,true,false,ff455124
"rainbow:green_500_lit",,,15,true,true,false,false,,false,false,15,true,false,ff455124
"rainbow:green_500_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff455124
"rainbow:green_500_glass",,,5,true,true,false,false,,false,false,0,true,false,ff455124
"rainbow:green_600_block",,,15,true,true,false,false,,false,false,0,true,false,ff363a1b
"rainbow:green_600_plate",,,15,true,true,false,false,,false,false,0,true,false,ff363a1b
"rainbow:green_600_lit",,,15,true,true,false,false,,false,false,15,true,false,ff363a1b
"rainbow:green_600_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff363a1b
"rainbow:green_600_glass",,,5,true,true,false,false,,false,false,0,true,false,ff363a1b
"rainbow:green_700_block",,,15,true,true,false,false,,false,false,0,true,false,ff292a15
"rainbow:green_700_plate",,,15,true,true,false,false,,false,false,0,true,false,ff292a15
"rainbow:green_700_lit",,,15,true,true,false,false,,false,false,15,true,false,ff292a15
"rainbow:green_700_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff292a15
"rainbow:green_700_glass",,,5,true,true,false,false,,false,false,0,true,false,ff292a15
"rainbow:green_800_block",,,15,true,true,false,false,,false,false,0,true,false,ff1d1b10
"rainbow:green_800_plate",,,15,true,true,false,false,,false,false,0,true,false,ff1d1b10
"rainbow:green_800_lit",,,15,true,true,false,false,,false,false,15,true,false,ff1d1b10
"rainbow:green_800_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff1d1b10
"rainbow:green_800_glass",,,5,true,true,false,false,,false,false,0,true,false,ff1d1b10
"rainbow:green_900_block",,,15,true,true,false,false,,false,false,0,true,false,ff18140e
"rainbow:green_900_plate",,,15,true,true,false,false,,false,false,0,true,false,ff18140e
"rainbow:green_900_lit",,,15,true,true,false,false,,false,false,15,true,false,ff18140e
"rainbow:green_900_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff18140e
"rainbow:green_900_glass",,,5,true,true,false,false,,false,false,0,true,false,ff18140e
"rainbow:light_blue_50_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:light_blue_50_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:light_blue_50_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:light_blue_50_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:light_blue_50_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:light_blue_100_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:light_blue_100_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:light_blue_100_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:light_blue_100_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:light_blue_100_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:light_blue_200_block",,,15,true,true,false,false,,false,false,0,true,false,ffc6ffff
"rainbow:light_blue_200_plate",,,15,true,true,false,false,,false,false,0,true,false,ffc6ffff
"rainbow:light_blue_200_lit",,,15,true,true,false,false,,false,false,15,true,false,ffc6ffff
"rainbow:light_blue_200_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffc6ffff
"rainbow:light_blue_200_glass",,,5,true,true,false,false,,false,false,0,true,false,ffc6ffff
"rainbow:light_blue_300_block",,,15,true,true,false,false,,false,false,0,true,false,ff6affff
"rainbow:light_blue_300_plate",,,15,true,true,false,false,,false,false,0,true,false,ff6affff
"rainbow:light_blue_300_lit",,,15,true,true,false,false,,false,false,15,true,false,ff6affff
"rainbow:light_blue_300_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff6affff
"rainbow:light_blue_300_glass",,,5,true,true,false,false,,false,false,0,true,false,ff6affff
"rainbow:light_blue_400_block",,,15,true,true,false,false,,false,false,0,true,false,ff32e7fa
"rainbow:light_blue_400_plate",,,15,true,true,false,false,,false,false,0,true,false,ff32e7fa
"rainbow:light_blue_400_lit",,,15,true,true,false,false,,false,false,15,true,false,ff32e7fa
"rainbow:light_blue_400_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff32e7fa
"rainbow:light_blue_400_glass",,,5,true,true,false,false,,false,false,0,true,false,ff32e7fa
"rainbow:light_blue_500_block",,,15,true,true,false,false,,false,false,0,true,false,ff19c3dd
"rainbow:light_blue_500_plate",,,15,true,true,false,false,,false,false,0,true,false,ff19c3dd
"rainbow:light_blue_500_lit",,,15,true,true,false,false,,false,false,15,true,false,ff19c3dd
"rainbow:light_blue_500_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff19c3dd
"rainbow:light_blue_500_glass",,,5,true,true,false,false,,false,false,0,true,false,ff19c3dd
"rainbow:light_blue_600_block",,,15,true,true,false,false,,false,false,0,true,false,ff10889a
"rainbow:light_blue_600_plate",,,15,true,true,false,false,,false,false,0,true,false,ff10889a
"rainbow:light_blue_600_lit",,,15,true,true,false,false,,false,false,15,true,false,ff10889a
"rainbow:light_blue_600_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff10889a
"rainbow:light_blue_600_glass",,,5,true,true,false,false,,false,false,0,true,false,ff10889a
"rainbow:light_blue_700_block",,,15,true,true,false,false,,false,false,0,true,false,ff114245
"rainbow:light_blue_700_plate",,,15,true,true,false,false,,false,false,0,true,false,ff114245
"rainbow:light_blue_700_lit",,,15,true,true,false,false,,false,false,15,true,false,ff114245
"rainbow:light_blue_700_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff114245
"rainbow:light_blue_700_glass",,,5,true,true,false,false,,false,false,0,true,false,ff114245
"rainbow:light_blue_800_block",,,15,true,true,false,false,,false,false,0,true,false,ff0e2929
"rainbow:light_blue_800_plate",,,15,true,true,false,false,,false,false,0,true,false,ff0e2929
"rainbow:light_blue_800_lit",,,15,true,true,false,false,,false,false,15,true,false,ff0e2929
"rainbow:light_blue_800_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff0e2929
"rainbow:light_blue_800_glass",,,5,true,true,false,false,,false,false,0,true,false,ff0e2929
"rainbow:light_blue_900_block",,,15,true,true,false,false,,false,false,0,true,false,ff0d1d1c
"rainbow:light_blue_900_plate",,,15,true,true,false,false,,false,false,0,true,false,ff0d1d1c
"rainbow:light_blue_900_lit",,,15,true,true,false,false,,false,false,15,true,false,ff0d1d1c
"rainbow:light_blue_900_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff0d1d1c
"rainbow:light_blue_900_glass",,,5,true,true,false,false,,false,false,0,true,false,ff0d1d1c
"rainbow:light_gray_50_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:light_gray_50_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:light_gray_50_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:light_gray_50_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:light_gray_50_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:light_gray_100_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:light_gray_100_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:light_gray_100_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:light_gray_100_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:light_gray_100_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:light_gray_200_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:light_gray_200_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:light_gray_200_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:light_gray_200_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:light_gray_200_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
